"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.date","sale.price.n","gross.sqft","land.sqft","years.built","cs.pricePERsqft"
"187",5," ANNADALE "," 02 TWO FAMILY DWELLINGS                     "," 1 ",6393,18,NA," B2 "," 191 BOARDWALK AVENUE ","   "," 10312 ",2,0,2,1," B2 ",42572,1450000,7644,12313,1945,189.691261119833
"188",5," ANNADALE "," 02 TWO FAMILY DWELLINGS                     "," 1 ",6399,31,NA," B2 "," 433 LIPSETT AVENUE ","   "," 10312 ",2,0,2,1," B2 ",42402,845147,2465,6103,2015,342.858823529412
"189",5," ANNADALE "," 02 TWO FAMILY DWELLINGS                     "," 1 ",6401,66,NA," B2 "," 628 BARCLAY AVENUE ","   "," 10312 ",2,0,2,1," B2 ",42566,840000,3250,6000,1995,258.461538461538
"191",5," ANNADALE "," 02 TWO FAMILY DWELLINGS                     "," 1 ",6402,3,NA," B2 "," 4867 HYLAN BOULEVARD ","   "," 10312 ",2,0,2,1," B2 ",42423,745868,2276,4400,2014,327.710017574692
"192",5," ANNADALE "," 02 TWO FAMILY DWELLINGS                     "," 1 ",6402,7,NA," B2 "," 4875 HYLAN BOULEVARD ","   "," 10312 ",2,0,2,1," B2 ",42474,775000,2117,4914,2015,366.084081247048
"193",5," ANNADALE "," 02 TWO FAMILY DWELLINGS                     "," 1 ",6403,16,NA," B2 "," 361 KINGHORN STREET ","   "," 10312 ",2,0,2,1," B2 ",42510,697500,2600,4000,2001,268.269230769231
"194",5," ANNADALE "," 02 TWO FAMILY DWELLINGS                     "," 1 ",6441,145,NA," B2 "," 88 NEWTON STREET ","   "," 10312 ",2,0,2,1," B2 ",42412,789041,3326,4000,2015,237.234215273602
"195",5," ANNADALE "," 02 TWO FAMILY DWELLINGS                     "," 1 ",6442,1,NA," B2 "," 319 POILLON AVENUE ","   "," 10312 ",2,0,2,1," B2 ",42612,992793,2902,6500,2007,342.106478290834
"197",5," ANNADALE "," 02 TWO FAMILY DWELLINGS                     "," 1 ",6462,37,NA," B2 "," 310 PHILIP AVENUE ","   "," 10312 ",2,0,2,1," B2 ",42429,950000,3192,6000,1997,297.619047619048
"199",5," ANNADALE "," 02 TWO FAMILY DWELLINGS                     "," 1 ",6469,165,NA," B2 "," 24 COTTONTAIL COURT ","   "," 10312 ",2,0,2,1," B2 ",42557,1215000,3600,10440,2000,337.5
"231",5," ANNADALE "," 22 STORE BUILDINGS                          "," 4 ",6225,7,NA," K1 "," 843 ANNADALE ROAD ","   "," 10312 ",0,1,1,4," K1 ",42744,470000,1438,2430,1940,326.842837273992
"233",5," ANNADALE "," 22 STORE BUILDINGS                          "," 4 ",6398,8,NA," K1 "," 4844 HYLAN BOULEVARD ","   "," 10312 ",0,1,1,4," K1 ",42726,200000,816,2085,1955,245.098039215686
"235",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5724,89,NA," A2 "," 121 WOODROW ROAD ","   "," 10312 ",1,0,1,1," A2 ",42597,380000,840,4000,1970,452.380952380952
"236",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5724,119,NA," A5 "," 159 KENILWORTH AVENUE ","   "," 10312 ",1,0,1,1," A5 ",42409,529490,2065,2500,2014,256.411622276029
"238",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5725,28,NA," A5 "," 131 KENILWORTH AVENUE ","   "," 10312 ",1,0,1,1," A5 ",42608,380000,1540,1135,1995,246.753246753247
"239",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5725,160,NA," A5 "," 31 CHATHAM STREET ","   "," 10312 ",1,0,1,1," A5 ",42703,385000,1120,1400,1997,343.75
"240",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5725,168,NA," A5 "," 43 WINSTON STREET ","   "," 10312 ",1,0,1,1," A5 ",42671,460000,1656,2488,2003,277.777777777778
"241",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5725,171,NA," A5 "," 47 WINSTON STREET ","   "," 10312 ",1,0,1,1," A5 ",42717,530000,1656,2488,2003,320.048309178744
"242",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5725,180,NA," A5 "," 41 CHATHAM STREET ","   "," 10312 ",1,0,1,1," A5 ",42587,410000,1120,1400,1997,366.071428571429
"243",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5726,49,NA," A9 "," 14 BENSON STREET ","   "," 10312 ",1,0,1,1," A9 ",42412,457500,1275,2000,1986,358.823529411765
"244",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5726,59,NA," A5 "," 27 BENSON STREET ","   "," 10312 ",1,0,1,1," A5 ",42457,318000,1400,2488,2004,227.142857142857
"246",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5726,78,NA," A5 "," 1282 ARTHUR KILL ROAD ","   "," 10312 ",1,0,1,1," A5 ",42410,425000,1428,3108,2005,297.619047619048
"247",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5727,3,NA," A5 "," 18 KENILWORTH AVENUE ","   "," 10312 ",1,0,1,1," A5 ",42566,150000,1350,1545,2002,111.111111111111
"248",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5727,30,NA," A5 "," 82 KENILWORTH AVENUE ","   "," 10312 ",1,0,1,1," A5 ",42521,355000,1540,1230,1995,230.519480519481
"249",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5727,42,NA," A5 "," 110 KENILWORTH AVENUE ","   "," 10312 ",1,0,1,1," A5 ",42460,336000,1540,1275,1996,218.181818181818
"253",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5735,313,NA," A5 "," 159 PRESENTATION CIRCLE ","   "," 10312 ",1,0,1,1," A5 ",42537,499999,1991,1972,2012,251.129583124058
"254",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5735,348,NA," A5 "," 196 PRESENTATION CIRCLE ","   "," 10312 ",1,0,1,1," A5 ",42726,510000,1991,2497,2011,256.152687091914
"255",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5735,432,NA," A5 "," 115 PRESENTATION CIRCLE ","   "," 10312 ",1,0,1,1," A5 ",42704,586000,1991,3439,2011,294.324460070316
"256",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5735,435,NA," A5 "," 121 PRESENTATION CIRCLE ","   "," 10312 ",1,0,1,1," A5 ",42691,520000,1991,1972,2011,261.175288799598
"258",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5740,32,NA," A5 "," 125 ILYSSA WAY ","   "," 10312 ",1,0,1,1," A5 ",42678,345000,1553,560,1996,222.150676110753
"259",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5740,33,NA," A5 "," 127 ILYSSA WAY ","   "," 10312 ",1,0,1,1," A5 ",42674,280000,1354,500,1996,206.794682422452
"261",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5740,119,NA," A5 "," 203 ASPEN KNOLLS WAY ","   "," 10312 ",1,0,1,1," A5 ",42594,279000,1354,500,2000,206.056129985229
"262",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5740,137,NA," A5 "," 111 ASPEN KNOLLS WAY ","   "," 10312 ",1,0,1,1," A5 ",42746,282000,1354,500,2001,208.271787296898
"263",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5740,171,NA," A5 "," 44 BIANCA COURT ","   "," 10312 ",1,0,1,1," A5 ",42734,345000,1510,560,2004,228.476821192053
"264",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5740,173,NA," A5 "," 48 BIANCA COURT ","   "," 10312 ",1,0,1,1," A5 ",42669,315000,1553,560,2004,202.833226014166
"265",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5740,201,NA," A5 "," 23 BIANCA COURT ","   "," 10312 ",1,0,1,1," A5 ",42586,238500,929,353,2004,256.727664155005
"266",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5741,53,NA," A5 "," 166 ILYSSA WAY ","   "," 10312 ",1,0,1,1," A5 ",42445,212940,1354,500,1996,157.267355982275
"267",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5741,70,NA," A5 "," 202 ILYSSA WAY ","   "," 10312 ",1,0,1,1," A5 ",42436,300000,1553,560,1996,193.174500965873
"268",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5741,86,NA," A5 "," 246 ILYSSA WAY ","   "," 10312 ",1,0,1,1," A5 ",42671,285900,1354,500,1996,211.152141802068
"272",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5741,133,NA," A5 "," 382 ILYSSA WAY ","   "," 10312 ",1,0,1,1," A5 ",42527,315000,1510,560,1996,208.609271523179
"273",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5741,137,NA," A5 "," 402 ILYSSA WAY ","   "," 10312 ",1,0,1,1," A5 ",42662,350000,1510,560,1996,231.788079470199
"274",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5741,137,NA," A5 "," 402 ILYSSA WAY ","   "," 10312 ",1,0,1,1," A5 ",42426,180000,1510,560,1996,119.205298013245
"276",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5741,151,NA," A5 "," 440 ILYSSA WAY ","   "," 10312 ",1,0,1,1," A5 ",42732,280000,1354,500,1996,206.794682422452
"277",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5741,169,NA," A5 "," 486 ILYSSA WAY ","   "," 10312 ",1,0,1,1," A5 ",42580,327000,1553,560,1996,210.560206052801
"278",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5741,238,NA," A5 "," 668 ILYSSA WAY ","   "," 10312 ",1,0,1,1," A5 ",42537,335000,1553,560,1994,215.711526078558
"280",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5742,28,NA," A5 "," 348 ASPEN KNOLLS WAY ","   "," 10312 ",1,0,1,1," A5 ",42426,305000,1510,560,1999,201.986754966887
"281",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5742,32,NA," A5 "," 362 ASPEN KNOLLS WAY ","   "," 10312 ",1,0,1,1," A5 ",42650,299000,1354,500,1999,220.82717872969
"282",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5742,50,NA," A5 "," 246 JAMIE LANE ","   "," 10312 ",1,0,1,1," A5 ",42536,320000,1553,560,1999,206.052801030264
"283",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5742,72,NA," A5 "," 186 JAMIE LANE ","   "," 10312 ",1,0,1,1," A5 ",42535,330000,1510,560,1999,218.543046357616
"284",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5742,78,NA," A5 "," 170 JAMIE LANE ","   "," 10312 ",1,0,1,1," A5 ",42747,275000,1354,500,1999,203.101920236337
"286",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5742,104,NA," A5 "," 224 ASPEN KNOLLS WAY ","   "," 10312 ",1,0,1,1," A5 ",42620,275000,1354,500,2000,203.101920236337
"287",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5742,114,NA," A5 "," 214 ASPEN KNOLLS WAY ","   "," 10312 ",1,0,1,1," A5 ",42446,292000,1553,560,1999,188.023180940116
"288",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5743,3,NA," A5 "," 733 ILYSSA WAY ","   "," 10312 ",1,0,1,1," A5 ",42572,315000,1553,560,1996,202.833226014166
"290",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5743,37,NA," A5 "," 669 ILYSSA WAY ","   "," 10312 ",1,0,1,1," A5 ",42716,285000,1354,500,1996,210.487444608567
"291",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5743,51,NA," A5 "," 627 ILYSSA WAY ","   "," 10312 ",1,0,1,1," A5 ",42509,269900,1354,500,1996,199.335302806499
"292",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5743,70,NA," A5 "," 569 ILYSSA WAY ","   "," 10312 ",1,0,1,1," A5 ",42437,192500,929,353,1996,207.212055974166
"293",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5743,73,NA," A5 "," 559 ILYSSA WAY ","   "," 10312 ",1,0,1,1," A5 ",42633,360000,1553,560,1996,231.809401159047
"294",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5743,76,NA," A5 "," 553 ILYSSA WAY ","   "," 10312 ",1,0,1,1," A5 ",42488,254500,1354,500,1996,187.961595273264
"295",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5743,87,NA," A5 "," 233 EMILY LANE ","   "," 10312 ",1,0,1,1," A5 ",42604,315000,1510,560,1996,208.609271523179
"297",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5743,102,NA," A5 "," 185 EMILY LANE ","   "," 10312 ",1,0,1,1," A5 ",42548,310000,1553,560,1996,199.613650998068
"298",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5743,142,NA," A5 "," 27 EMILY LANE ","   "," 10312 ",1,0,1,1," A5 ",42626,329000,1354,500,1996,242.983751846381
"299",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5743,217,NA," A5 "," 63 JAMIE LANE ","   "," 10312 ",1,0,1,1," A5 ",42545,220000,929,353,1996,236.813778256189
"300",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5743,221,NA," A5 "," 49 JAMIE LANE ","   "," 10312 ",1,0,1,1," A5 ",42580,215000,929,353,1996,231.431646932185
"301",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5743,244,NA," A5 "," 46 ASPEN KNOLLS WAY ","   "," 10312 ",1,0,1,1," A5 ",42615,346000,1510,560,2002,229.139072847682
"302",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5743,245,NA," A5 "," 61 AMANDA COURT ","   "," 10312 ",1,0,1,1," A5 ",42593,280000,1354,500,2002,206.794682422452
"303",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5743,250,NA," A5 "," 47 AMANDA COURT ","   "," 10312 ",1,0,1,1," A5 ",42723,350000,1354,500,2002,258.493353028065
"304",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5743,260,NA," A5 "," 26 ASPEN KNOLLS WAY ","   "," 10312 ",1,0,1,1," A5 ",42416,315000,1354,500,2002,232.644017725258
"306",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5743,288,NA," A5 "," 36 AMANDA COURT ","   "," 10312 ",1,0,1,1," A5 ",42478,330000,1300,500,2003,253.846153846154
"307",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5743,298,NA," A5 "," 1340 ARTHUR KILL ROAD ","   "," 10312 ",1,0,1,1," A5 ",42517,277000,1300,500,2003,213.076923076923
"308",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5744,7,NA," A5 "," 521 ILYSSA WAY ","   "," 10312 ",1,0,1,1," A5 ",42438,270000,1354,500,1996,199.409158050222
"309",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5744,24,NA," A5 "," 485 ILYSSA WAY ","   "," 10312 ",1,0,1,1," A5 ",42726,314980,1354,500,1996,232.629246676514
"310",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5744,46,NA," A5 "," 431 ILYSSA WAY ","   "," 10312 ",1,0,1,1," A5 ",42593,290000,1354,500,1996,214.180206794682
"311",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5744,52,NA," A5 "," 351 ILYSSA WAY ","   "," 10312 ",1,0,1,1," A5 ",42601,210000,1354,500,1996,155.096011816839
"313",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5744,96,NA," A5 "," 321 JAMIE LANE ","   "," 10312 ",1,0,1,1," A5 ",42523,280000,1354,500,1996,206.794682422452
"314",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5744,107,NA," A5 "," 299 JAMIE LANE ","   "," 10312 ",1,0,1,1," A5 ",42601,200000,1354,500,1996,147.710487444609
"315",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5744,114,NA," A5 "," 279 JAMIE LANE ","   "," 10312 ",1,0,1,1," A5 ",42426,170000,929,353,1996,182.992465016146
"317",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5744,117,NA," A5 "," 32 EMILY LANE ","   "," 10312 ",1,0,1,1," A5 ",42545,315000,1354,500,1996,232.644017725258
"318",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5744,124,NA," A5 "," 58 EMILY LANE ","   "," 10312 ",1,0,1,1," A5 ",42702,225000,929,353,1996,242.195909580194
"319",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5744,158,NA," A5 "," 154 EMILY LANE ","   "," 10312 ",1,0,1,1," A5 ",42419,275500,1354,500,1996,203.471196454948
"320",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5744,168,NA," A5 "," 182 EMILY LANE ","   "," 10312 ",1,0,1,1," A5 ",42521,248000,1354,500,1996,183.161004431315
"321",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5772,27,NA," A5 "," 46 HALPIN AVENUE ","   "," 10312 ",1,0,1,1," A5 ",42709,382000,1690,1383,1991,226.03550295858
"322",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5772,97,NA," A5 "," 22 REGINA LANE ","   "," 10312 ",1,0,1,1," A5 ",42688,409999,1690,1085,1989,242.602958579882
"323",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5772,101,NA," A5 "," 18 SUSANNA LANE ","   "," 10312 ",1,0,1,1," A5 ",42488,300000,1690,1029,1990,177.514792899408
"324",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5772,108,NA," A5 "," 25 SUSANNA LANE ","   "," 10312 ",1,0,1,1," A5 ",42643,365000,1690,1118,1990,215.976331360947
"325",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5772,123,NA," A5 "," 34 SUSANNA LANE ","   "," 10312 ",1,0,1,1," A5 ",42681,398000,1690,1044,1990,235.502958579882
"326",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5773,56,NA," A5 "," 39 HALPIN AVENUE ","   "," 10312 ",1,0,1,1," A5 ",42753,431000,1690,1400,1993,255.029585798817
"327",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5773,61,NA," A5 "," 49 HALPIN AVENUE ","   "," 10312 ",1,0,1,1," A5 ",42661,395000,1690,1100,1993,233.727810650888
"328",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5773,76,NA," A6 "," 81 HALPIN AVENUE ","   "," 10312 ",1,0,1,1," A6 ",42717,495000,1306,21625,1945,379.019908116386
"329",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5773,162,NA," A5 "," 18 LINDA LANE ","   "," 10312 ",1,0,1,1," A5 ",42551,369000,1690,910,1993,218.343195266272
"333",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5803,12,NA," A5 "," 51 ARDEN AVENUE ","   "," 10312 ",1,0,1,1," A5 ",42548,451230,1940,4960,1999,232.592783505155
"334",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",5803,15,NA," A5 "," 45 ARDEN AVENUE ","   "," 10312 ",1,0,1,1," A5 ",42706,520000,1940,2560,1999,268.041237113402
"335",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",6012,1,NA," A1 "," 661 WOODROW ROAD ","   "," 10312 ",1,0,1,1," A1 ",42545,590000,2130,6927,1935,276.995305164319
"340",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",6018,22,NA," A5 "," 71 HAMPTON GREEN ","   "," 10312 ",1,0,1,1," A5 ",42647,285000,1562,2400,1973,182.458386683739
"341",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",6018,23,NA," A5 "," 73 HAMPTON GREEN ","   "," 10312 ",1,0,1,1," A5 ",42440,313200,1496,1760,1973,209.358288770053
"342",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",6018,53,NA," A5 "," 147 HAMPTON GREEN ","   "," 10312 ",1,0,1,1," A5 ",42424,367500,1496,2033,1973,245.655080213904
"343",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",6018,60,NA," A5 "," 169 HAMPTON GREEN ","   "," 10312 ",1,0,1,1," A5 ",42702,444000,1516,2070,1973,292.87598944591
"344",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",6018,67,NA," A5 "," 189 HAMPTON GREEN ","   "," 10312 ",1,0,1,1," A5 ",42489,329600,840,4100,1973,392.380952380952
"345",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",6018,70,NA," A5 "," 195 HAMPTON GREEN ","   "," 10312 ",1,0,1,1," A5 ",42691,380000,1868,1254,1973,203.426124197002
"346",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",6018,75,NA," A5 "," 22 PRINCETON LANE ","   "," 10312 ",1,0,1,1," A5 ",42612,380000,1112,1600,1973,341.726618705036
"348",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",6018,133,NA," A5 "," 317 HAMPTON GREEN ","   "," 10312 ",1,0,1,1," A5 ",42613,265000,1088,1360,1973,243.566176470588
"349",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",6018,187,NA," A5 "," 90 HAMPTON GREEN ","   "," 10312 ",1,0,1,1," A5 ",42579,370000,1592,4662,1975,232.412060301508
"351",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",6018,204,NA," A5 "," 29 REGENT CIRCLE ","   "," 10312 ",1,0,1,1," A5 ",42541,350000,1112,1456,1975,314.748201438849
"352",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",6018,216,NA," A5 "," 32 REGENT CIRCLE ","   "," 10312 ",1,0,1,1," A5 ",42584,369000,1112,1556,1975,331.834532374101
"353",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",6018,220,NA," A5 "," 24 REGENT CIRCLE ","   "," 10312 ",1,0,1,1," A5 ",42702,379000,1496,2332,1975,253.342245989305
"354",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",6018,238,NA," A5 "," 234 HAMPTON GREEN ","   "," 10312 ",1,0,1,1," A5 ",42403,280000,1088,1360,1975,257.352941176471
"355",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",6018,247,NA," A5 "," 256 HAMPTON GREEN ","   "," 10312 ",1,0,1,1," A5 ",42563,380000,1496,1870,1975,254.010695187166
"356",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",6018,274,NA," A5 "," 288 HAMPTON GREEN ","   "," 10312 ",1,0,1,1," A5 ",42664,304000,1088,1328,1975,279.411764705882
"357",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",6019,61,NA," A5 "," 153 FOREST GREEN ","   "," 10312 ",1,0,1,1," A5 ",42664,341000,1536,2025,1970,222.005208333333
"360",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",6019,81,NA," A5 "," 195 FOREST GREEN ","   "," 10312 ",1,0,1,1," A5 ",42696,361000,1112,1360,1970,324.640287769784
"361",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",6019,93,NA," A5 "," 223 FOREST GREEN ","   "," 10312 ",1,0,1,1," A5 ",42642,400000,1736,2640,1970,230.414746543779
"362",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",6019,110,NA," A5 "," 50 FOREST GREEN ","   "," 10312 ",1,0,1,1," A5 ",42592,387500,1736,2424,1970,223.214285714286
"363",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",6019,119,NA," A5 "," 35 BIRCH LANE ","   "," 10312 ",1,0,1,1," A5 ",42405,425000,1740,1800,1970,244.252873563218
"364",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",6020,14,NA," A5 "," 265 DOVER GREEN ","   "," 10312 ",1,0,1,1," A5 ",42647,359000,1088,1280,1970,329.963235294118
"365",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",6020,33,NA," A5 "," 43 DOVER GREEN ","   "," 10312 ",1,0,1,1," A5 ",42674,399000,1736,2640,1970,229.838709677419
"366",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",6020,54,NA," A5 "," 85 DOVER GREEN ","   "," 10312 ",1,0,1,1," A5 ",42538,380000,1112,1360,1970,341.726618705036
"367",5," ARDEN HEIGHTS "," 01 ONE FAMILY DWELLINGS                     "," 1 ",6020,73,NA," A5 "," 129 DOVER GREEN ","   "," 10312 ",1,0,1,1," A5 ",42542,375900,1536,1948,1970,244.7265625
