"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.date","sale.price.n","gross.sqft","land.sqft","years.built","cs.pricePERsqft"
"7631",5," WEST NEW BRIGHTON "," 29 COMMERCIAL GARAGES                       "," 4 ",238,94,NA," G9 "," 868 POST AVENUE ","   "," 10310 ",0,1,1,4," G9 ",42626,300000,800,5200,1940,375
"7632",5," WEST NEW BRIGHTON "," 30 WAREHOUSES                               "," 4 ",157,4,NA," E9 "," 1380 RICHMOND TERRACE ","   "," 10310 ",2,2,4,4," E2 ",42480,975000,7480,11646,1920,130.347593582888
"7633",5," WEST NEW BRIGHTON "," 30 WAREHOUSES                               "," 4 ",185,172,NA," E9 "," 1681 RICHMOND TERRACE ","   "," 10310 ",0,1,1,4," E9 ",42410,2150000,9065,11900,1993,237.175951461666
"7644",5," WEST NEW BRIGHTON "," 35 INDOOR PUBLIC AND CULTURAL FACILITIES    "," 4 ",173,42,NA," P2 "," 709 HENDERSON AVENUE ","   "," 10310 ",0,1,1,4," P2 ",42684,395000,2544,3000,1931,155.267295597484
"7646",5," WEST NEW BRIGHTON "," 37 RELIGIOUS FACILITIES                     "," 4 ",159,62,NA," M1 "," 871 CASTLETON AVENUE ","   "," 10310 ",0,1,1,4," M1 ",42527,1150000,7480,10656,1931,153.743315508021
"7649",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",387,29,NA," A5 "," 71 HAMLIN PLACE ","   "," 10302 ",1,0,1,1," A5 ",42585,360000,1228,1994,1935,293.159609120521
"7651",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",391,189,NA," A1 "," 12 LOCKWOOD PLACE ","   "," 10314 ",1,0,1,1," A1 ",42523,427000,1298,4000,1940,328.967642526965
"7653",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",391,283,NA," A1 "," 70 LIVERMORE AVENUE ","   "," 10302 ",1,0,1,1," A1 ",42752,685000,1700,7200,1970,402.941176470588
"7655",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",391,404,NA," A5 "," 43 LIVERMORE AVENUE ","   "," 10302 ",1,0,1,1," A5 ",42662,390000,1312,2455,1991,297.256097560976
"7660",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",391,456,NA," A1 "," 41 DICKIE AVENUE ","   "," 10314 ",1,0,1,1," A1 ",42663,385000,1268,6000,1927,303.627760252366
"7662",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",392,17,NA," A1 "," 20 CLARK PLACE ","   "," 10302 ",1,0,1,1," A1 ",42581,425000,1280,4300,1920,332.03125
"7663",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",393,2,NA," A1 "," 18 ELDRIDGE AVENUE ","   "," 10302 ",1,0,1,1," A1 ",42436,375000,1280,3030,1920,292.96875
"7664",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",394,52,NA," A1 "," 50 MARIANNE STREET ","   "," 10302 ",1,0,1,1," A1 ",42713,640000,1932,3680,1975,331.262939958592
"7665",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",394,52,NA," A1 "," 50 MARIANNE STREET ","   "," 10302 ",1,0,1,1," A1 ",42600,493000,1932,3680,1975,255.175983436853
"7666",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",399,18,NA," A1 "," 110 FISKE AVENUE ","   "," 10314 ",1,0,1,1," A1 ",42697,635000,1764,6000,1915,359.977324263039
"7668",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",403,10,NA," A2 "," 171 WILLARD AVENUE ","   "," 10314 ",1,0,1,1," A2 ",42612,448000,1092,2700,1965,410.25641025641
"7669",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",407,35,NA," A1 "," 348 MAINE AVENUE ","   "," 10314 ",1,0,1,1," A1 ",42667,430000,1124,4292,1930,382.562277580071
"7670",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",411,20,NA," A2 "," 167 DICKIE AVENUE ","   "," 10314 ",1,0,1,1," A2 ",42583,437000,944,3240,1935,462.923728813559
"7671",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",414,15,NA," A2 "," 114 WOOLLEY AVENUE ","   "," 10314 ",1,0,1,1," A2 ",42482,320000,816,3780,1950,392.156862745098
"7672",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",418,5,NA," A1 "," 173 LIVERMORE AVENUE ","   "," 10314 ",1,0,1,1," A1 ",42612,540000,1216,3400,1920,444.078947368421
"7674",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",427,9,NA," A1 "," 21 MARKHAM PLACE ","   "," 10314 ",1,0,1,1," A1 ",42633,478000,1216,2800,1920,393.092105263158
"7675",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",435,15,NA," A2 "," 238 WILLARD AVENUE ","   "," 10314 ",1,0,1,1," A2 ",42611,515000,1008,3000,1965,510.912698412698
"7676",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",436,17,NA," A1 "," 246 ST JOHN AVENUE ","   "," 10314 ",1,0,1,1," A1 ",42444,300000,1370,6000,1935,218.978102189781
"7677",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",438,30,NA," A1 "," 274 WILLARD AVENUE ","   "," 10314 ",1,0,1,1," A1 ",42670,136000,1474,3000,1930,92.2659430122117
"7678",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",439,5,NA," A1 "," 309 NEAL DOW AVENUE ","   "," 10314 ",1,0,1,1," A1 ",42678,600000,1292,3000,1920,464.396284829721
"7679",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",440,13,NA," A1 "," 201 DEMOREST AVENUE ","   "," 10314 ",1,0,1,1," A1 ",42460,465000,1358,3000,1920,342.415316642121
"7680",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",442,1,NA," A1 "," 223 DICKIE AVENUE ","   "," 10314 ",1,0,1,1," A1 ",42611,585000,1610,3000,1920,363.354037267081
"7684",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",444,21,NA," A1 "," 254 DEMOREST AVENUE ","   "," 10314 ",1,0,1,1," A1 ",42576,490000,1450,3000,1955,337.931034482759
"7686",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",447,45,NA," A1 "," 278 DEMOREST AVENUE ","   "," 10314 ",1,0,1,1," A1 ",42508,374400,1026,3010,1925,364.912280701754
"7687",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",448,45,NA," A1 "," 271 DICKIE AVENUE ","   "," 10314 ",1,0,1,1," A1 ",42597,490000,1310,3240,1920,374.045801526718
"7689",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",452,1,NA," A2 "," 259 LIVERMORE AVENUE ","   "," 10314 ",1,0,1,1," A2 ",42646,510000,1206,3400,1925,422.885572139303
"7690",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",455,8,NA," A2 "," 309 LIVERMORE AVENUE ","   "," 10314 ",1,0,1,1," A2 ",42425,485000,1092,4080,1960,444.139194139194
"7694",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",457,408,NA," A9 "," 35 VOGEL LOOP ","   "," 10314 ",1,0,1,1," A9 ",42549,335000,1515,728,1986,221.122112211221
"7695",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",457,434,NA," A5 "," 14 VOGEL LOOP ","   "," 10314 ",1,0,1,1," A5 ",42623,85000,1315,640,1987,64.638783269962
"7696",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",457,443,NA," A5 "," 102 VOGEL LOOP ","   "," 10314 ",1,0,1,1," A5 ",42703,333000,1315,640,1987,253.231939163498
"7697",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",458,21,NA," A5 "," 60 AVON LANE ","   "," 10314 ",1,0,1,1," A5 ",42586,395000,1400,1216,1993,282.142857142857
"7702",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",458,137,NA," A9 "," 21 AVON LANE ","   "," 10314 ",1,0,1,1," A9 ",42690,390000,1240,1040,1993,314.516129032258
"7703",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",460,20,NA," A2 "," 20 SEWARD PLACE ","   "," 10314 ",1,0,1,1," A2 ",42744,490000,1196,7990,1950,409.698996655518
"7706",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",462,173,NA," A9 "," 2165 VICTORY BOULEVARD ","   "," 10314 ",1,0,1,1," A9 ",42670,440000,1112,2725,1970,395.68345323741
"7707",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",463,85,NA," A2 "," 160 MARBLE STREET ","   "," 10314 ",1,0,1,1," A2 ",42517,250000,1440,5876,1950,173.611111111111
"7709",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",465,56,NA," A9 "," 366 NEAL DOW AVENUE ","   "," 10314 ",1,0,1,1," A9 ",42562,375000,1516,1725,1970,247.361477572559
"7711",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",468,7,NA," A2 "," 411 LIVERMORE AVENUE ","   "," 10314 ",1,0,1,1," A2 ",42521,430000,960,4000,1950,447.916666666667
"7712",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",472,53,NA," A2 "," 70 DELMORE STREET ","   "," 10314 ",1,0,1,1," A2 ",42719,550000,1144,6825,1955,480.769230769231
"7715",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",472,107,NA," A2 "," 377 CRYSTAL AVENUE ","   "," 10314 ",1,0,1,1," A2 ",42706,503000,1170,4490,1955,429.91452991453
"7716",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",472,189,NA," A9 "," 104 WADE STREET ","   "," 10314 ",1,0,1,1," A9 ",42593,365000,1230,2500,1960,296.747967479675
"7717",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",472,199,NA," A9 "," 90 WADE STREET ","   "," 10314 ",1,0,1,1," A9 ",42601,444000,1230,4000,1960,360.975609756098
"7718",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",475,18,NA," A2 "," 275 COLLFIELD AVENUE ","   "," 10314 ",1,0,1,1," A2 ",42566,420000,884,5000,1955,475.113122171946
"7722",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",475,84,NA," A2 "," 344 CRYSTAL AVENUE ","   "," 10314 ",1,0,1,1," A2 ",42600,235000,972,4000,1960,241.769547325103
"7724",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",476,80,NA," A2 "," 246 COLLFIELD AVENUE ","   "," 10314 ",1,0,1,1," A2 ",42696,550000,1196,5000,1960,459.866220735786
"7725",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",478,21,NA," A5 "," 365 WILLOWBROOK ROAD ","   "," 10314 ",1,0,1,1," A5 ",42654,469000,1200,2000,1997,390.833333333333
"7726",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",478,30,NA," A5 "," 349 WILLOWBROOK ROAD ","   "," 10314 ",1,0,1,1," A5 ",42556,433000,1300,2000,1999,333.076923076923
"7727",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",480,21,NA," A2 "," 343 BRYSON AVENUE ","   "," 10314 ",1,0,1,1," A2 ",42621,450000,1092,4000,1955,412.087912087912
"7729",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",482,1,NA," S1 "," 2411 VICTORY BOULEVARD ","   "," 10314 ",1,1,2,1," S1 ",42723,850000,4600,5286,2004,184.782608695652
"7730",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",484,7,NA," A1 "," 463 WILLOWBROOK ROAD ","   "," 10314 ",1,0,1,1," A1 ",42447,600000,2680,3000,1920,223.880597014925
"7731",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",484,66,NA," A2 "," 444 STEWART AVENUE ","   "," 10314 ",1,0,1,1," A2 ",42625,385000,1051,6000,1920,366.317792578497
"7733",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1435,19,NA," A1 "," 79 CRYSTAL AVENUE ","   "," 10302 ",1,0,1,1," A1 ",42478,535000,1576,4416,1945,339.467005076142
"7734",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1435,58,NA," A1 "," 11 CRYSTAL AVENUE ","   "," 10302 ",1,0,1,1," A1 ",42431,499999,1872,8100,1930,267.093482905983
"7735",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1435,88,NA," A1 "," 104 RIEGELMAN STREET ","   "," 10302 ",1,0,1,1," A1 ",42676,605000,1416,4840,1915,427.25988700565
"7736",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1435,109,NA," A1 "," 64 RIEGELMAN STREET ","   "," 10302 ",1,0,1,1," A1 ",42670,522000,1948,3420,1930,267.967145790554
"7738",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1436,29,NA," A1 "," 19 PONTIAC STREET ","   "," 10302 ",1,0,1,1," A1 ",42580,475500,1404,4000,1930,338.675213675214
"7739",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1440,79,NA," A1 "," 64 BRYSON AVENUE ","   "," 10302 ",1,0,1,1," A1 ",42678,560000,2426,4500,1950,230.83264633141
"7740",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1441,12,NA," A1 "," 59 BRYSON AVENUE ","   "," 10302 ",1,0,1,1," A1 ",42662,630000,2182,4100,1950,288.725939505041
"7742",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1442,21,NA," A1 "," 37 COLLFIELD AVENUE ","   "," 10302 ",1,0,1,1," A1 ",42417,745000,2312,4950,1945,322.231833910035
"7744",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1449,14,NA," A2 "," 548 COLLEGE AVENUE ","   "," 10302 ",1,0,1,1," A2 ",42600,490000,1222,4836,1955,400.981996726678
"7745",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1450,14,NA," A1 "," 474 MAINE AVENUE ","   "," 10314 ",1,0,1,1," A1 ",42522,635000,2242,5342,1970,283.229259589652
"7746",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1450,30,NA," A2 "," 291 GARRISON AVENUE ","   "," 10314 ",1,0,1,1," A2 ",42562,495000,2400,3818,1970,206.25
"7749",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1460,3,NA," A1 "," 103 BRYSON AVENUE ","   "," 10302 ",1,0,1,1," A1 ",42579,649900,1937,4000,1940,335.518843572535
"7751",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1460,26,NA," A2 "," 86 COLLFIELD AVENUE ","   "," 10302 ",1,0,1,1," A2 ",42727,502500,1138,4100,1950,441.564147627417
"7752",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1461,4,NA," A2 "," 209 WILLOWBROOK ROAD ","   "," 10302 ",1,0,1,1," A2 ",42745,465000,1062,4524,1940,437.853107344633
"7754",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1462,5,NA," A1 "," 253 WATERS AVENUE ","   "," 10314 ",1,0,1,1," A1 ",42594,459000,1296,2375,1930,354.166666666667
"7755",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1462,14,NA," A9 "," 125 GLASCOE AVENUE ","   "," 10314 ",1,0,1,1," A9 ",42613,460000,1184,2160,1960,388.513513513513
"7757",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1465,28,NA," A2 "," 218 CRYSTAL AVENUE ","   "," 10302 ",1,0,1,1," A2 ",42597,550000,1260,4275,1945,436.507936507937
"7758",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1468,18,NA," A1 "," 254 WATERS AVENUE ","   "," 10314 ",1,0,1,1," A1 ",42628,433000,936,2375,1930,462.606837606838
"7763",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1473,12,NA," A2 "," 181 COLLFIELD AVENUE ","   "," 10302 ",1,0,1,1," A2 ",42451,390000,873,4500,1945,446.735395189003
"7764",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1473,14,NA," A2 "," 175 COLLFIELD AVENUE ","   "," 10302 ",1,0,1,1," A2 ",42412,340000,873,4500,1945,389.461626575029
"7767",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1478,150,NA," A5 "," 108 WILLOWBROOK ROAD ","   "," 10302 ",1,0,1,1," A5 ",42524,580000,1936,4635,2011,299.586776859504
"7768",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1478,151,NA," A5 "," 106 WILLOWBROOK ROAD ","   "," 10302 ",1,0,1,1," A5 ",42524,580000,2504,4398,2011,231.629392971246
"7770",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1481,87,NA," A9 "," 33 HOME PLACE ","   "," 10302 ",1,0,1,1," A9 ",42591,449000,1224,2500,1970,366.830065359477
"7771",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1481,103,NA," A1 "," 77 HOME PLACE ","   "," 10314 ",1,0,1,1," A1 ",42514,365000,910,4850,1955,401.098901098901
"7772",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1482,59,NA," A5 "," 119 LEVIT AVENUE ","   "," 10314 ",1,0,1,1," A5 ",42510,470000,1364,2890,1970,344.574780058651
"7773",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1482,82,NA," A9 "," 40 JAFFE STREET ","   "," 10314 ",1,0,1,1," A9 ",42719,445000,1364,3198,1970,326.24633431085
"7774",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1484,29,NA," A1 "," 82 VEDDER AVENUE ","   "," 10302 ",1,0,1,1," A1 ",42445,686320,1979,4200,1915,346.801414855988
"7775",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1485,130,NA," A1 "," 27 EAGLE ROAD ","   "," 10314 ",1,0,1,1," A1 ",42597,505000,1056,4200,1970,478.219696969697
"7777",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1501,76,NA," A2 "," 35 HAWTHORNE AVENUE ","   "," 10314 ",1,0,1,1," A2 ",42734,490000,988,5160,1960,495.951417004049
"7778",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1501,120,NA," A1 "," 14 HAWTHORNE AVENUE ","   "," 10314 ",1,0,1,1," A1 ",42661,475000,1252,2800,1920,379.392971246006
"7779",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1501,123,NA," A1 "," 24 HAWTHORNE AVENUE ","   "," 10314 ",1,0,1,1," A1 ",42451,824782,2286,3642,2015,360.797025371829
"7780",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1504,77,NA," A5 "," 16 FRANCINE LANE ","   "," 10314 ",1,0,1,1," A5 ",42552,399900,1344,1584,1989,297.544642857143
"7781",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1504,80,NA," A5 "," 10 FRANCINE LANE ","   "," 10314 ",1,0,1,1," A5 ",42668,510000,1644,3140,1989,310.21897810219
"7783",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1508,52,NA," A2 "," 26 CANTERBURY AVENUE ","   "," 10314 ",1,0,1,1," A2 ",42632,514999,1040,5390,1945,495.191346153846
"7785",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1508,129,NA," A1 "," 43 CANTERBURY AVENUE ","   "," 10314 ",1,0,1,1," A1 ",42717,580000,1664,5000,1955,348.557692307692
"7786",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1508,188,NA," A5 "," 544 WATCHOGUE ROAD ","   "," 10314 ",1,0,1,1," A5 ",42506,172000,1200,2450,1990,143.333333333333
"7787",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1508,203,NA," A9 "," 40 CAMBRIDGE AVENUE ","   "," 10314 ",1,0,1,1," A9 ",42670,419000,1292,2275,1970,324.303405572755
"7788",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1519,30,NA," A2 "," 190 AUBURN AVENUE ","   "," 10314 ",1,0,1,1," A2 ",42474,540000,1660,7000,1970,325.301204819277
"7792",5," WESTERLEIGH "," 01 ONE FAMILY DWELLINGS                     "," 1 ",1525,64,NA," A3 "," 250 CAMBRIDGE AVENUE ","   "," 10314 ",1,0,1,1," A3 ",42657,710000,3079,6000,1965,230.59434881455
"7793",5," WESTERLEIGH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",388,8,NA," B2 "," 81 VELTMAN AVENUE ","   "," 10302 ",2,0,2,1," B2 ",42488,415000,1120,2940,1965,370.535714285714
"7794",5," WESTERLEIGH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",389,1,NA," S2 "," 1378 FOREST AVENUE ","   "," 10302 ",2,1,3,1," S2 ",42423,725000,3038,4626,1931,238.643844634628
"7795",5," WESTERLEIGH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",391,277,NA," B2 "," 54 LIVERMORE AVENUE ","   "," 10302 ",2,0,2,1," B2 ",42417,625000,2784,5175,1970,224.497126436782
"7797",5," WESTERLEIGH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",391,300,NA," B2 "," 513 COLLEGE AVENUE ","   "," 10314 ",2,0,2,1," B2 ",42544,580000,2760,4400,1930,210.144927536232
"7798",5," WESTERLEIGH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",391,325,NA," B2 "," 31 MARIANNE STREET ","   "," 10302 ",2,0,2,1," B2 ",42627,650000,2212,4840,1940,293.851717902351
"7800",5," WESTERLEIGH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",400,8,NA," B2 "," 315 MAINE AVENUE ","   "," 10314 ",2,0,2,1," B2 ",42475,615000,2336,4746,1920,263.270547945205
"7801",5," WESTERLEIGH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",406,12,NA," B2 "," 100 BIDWELL AVENUE ","   "," 10314 ",2,0,2,1," B2 ",42717,655000,1976,2464,1925,331.477732793522
"7803",5," WESTERLEIGH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",422,12,NA," B2 "," 211 WARDWELL AVENUE ","   "," 10314 ",2,0,2,1," B2 ",42607,550000,1748,3000,1920,314.645308924485
"7805",5," WESTERLEIGH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",431,9,NA," B2 "," 209 WILLARD AVENUE ","   "," 10314 ",2,0,2,1," B2 ",42565,546400,1698,3150,1920,321.790341578327
"7806",5," WESTERLEIGH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",452,7,NA," B2 "," 249 LIVERMORE AVENUE ","   "," 10314 ",2,0,2,1," B2 ",42461,221699,2392,3400,1925,92.6835284280937
"7807",5," WESTERLEIGH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",457,80,NA," B2 "," 62 MARKHAM PLACE ","   "," 10314 ",2,0,2,1," B2 ",42530,545000,1680,3600,1960,324.404761904762
"7809",5," WESTERLEIGH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",462,96,NA," B3 "," 79 BYRNE AVENUE ","   "," 10314 ",2,0,2,1," B3 ",42541,465500,1224,2500,1925,380.31045751634
"7810",5," WESTERLEIGH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",462,157,NA," B2 "," 76 BYRNE AVENUE ","   "," 10314 ",2,0,2,1," B2 ",42718,539662,1580,7500,2015,341.558227848101
"7811",5," WESTERLEIGH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",463,49,NA," B2 "," 23 HARVEY AVENUE ","   "," 10314 ",2,0,2,1," B2 ",42475,645000,1640,4320,1975,393.292682926829
"7813",5," WESTERLEIGH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",466,27,NA," B2 "," 333-335 CHEVES AVENUE ","   "," 10314 ",2,0,2,1," B2 ",42570,700000,2176,3800,1920,321.691176470588
"7814",5," WESTERLEIGH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",468,4,NA," B3 "," 415 LIVERMORE AVENUE ","   "," 10314 ",2,0,2,1," B3 ",42724,565000,2286,6000,1925,247.156605424322
"7815",5," WESTERLEIGH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",468,40,NA," B1 "," 80 HARVEY AVENUE ","   "," 10314 ",2,0,2,1," B1 ",42599,575000,1964,4000,1970,292.769857433809
"7816",5," WESTERLEIGH "," 02 TWO FAMILY DWELLINGS                     "," 1 ",474,7,NA," B2 "," 2309 VICTORY BOULEVARD ","   "," 10314 ",2,0,2,1," B2 ",42412,615000,3200,5852,1986,192.1875
